"ID","AcceptedTaxonID","Genus","SubGenusName","SpeciesEpithet","AuthorString","InfraSpeciesEpithet","InfraSpeciesMarker","InfraSpeciesAuthorString","GSDNameStatus","Sp2000NameStatus","GSDNameGUID"
"Neu-Syn-1172,"Neu-5670","Chrysopa",,"vulgaris",,"striolata","var.","Navás, 1916","","Synonym",""
"Neu-Syn-1182,"Neu-5670","Chrysopa",,"vulgaris",,"cephalica","var.","Navás, 1926","","Synonym",""
"Neu-Syn-1192,"Neu-5670","Chrysopa",,"vulgaris",,"vitellina","var.","Navás, 1931","","Synonym",""
"Neu-Syn-1202,"Neu-5670","Chrysopa",,"vulgaris",,"aragonica","var.","Navás, 1915","","Synonym",""
"Neu-Syn-1212,"Neu-5670","Chrysopa",,"vulgaris",,"radialis","var.","Navás, 1904","","Synonym",""
"Neu-Syn-1222,"Neu-5670","Chrysopa",,"vulgaris",,"namurcensis","var.","Navás, 1910","","Synonym",""
"Neu-Syn-2512,"Neu-16760","Climaciella",,"campioni",,"insignis","var.","Navás, 1914","","Synonym",""
"Neu-Syn-2522,"Neu-5617","Climaciella",,"grandis",,"rubida","var.","Stitz, 1913","","Synonym",""
"Neu-Syn-2532,"Neu-2278","Climaciella",,"grandis",,"sarta","var.","Stitz, 1913","","Synonym",""
"Neu-Syn-2542,"Neu-3003","Coniopteryx",,"pygmaea",,"transversalis","var.","Lacroix, 1914","","Synonym",""
"Neu-Syn-2552,"Neu-5020","Coniopteryx",,"tineiformis",,"transversalis","var.","Enderlein, 1906","","Synonym",""
"Neu-Syn-2562,"Neu-5020","Coniopteryx",,"tineiformis",,"xaveriana","var.","Navás, 1918","","Synonym",""
"Neu-Syn-2572,"Neu-2984","Conwentzia",,"pineticola",,"furcilla","var.","Enderlein, 1906","","Synonym",""
"Neu-Syn-2582,"Neu-2984","Conwentzia",,"pineticola",,"tetensi","var.","Enderlein, 1906","","Synonym",""
"Neu-Syn-2592,"Neu-16625","Cordulecerus",,"subiratus",,"meridionalis","var.","van der Weele, 1909","","Synonym",""
"Neu-Syn-2602,"Neu-2692","Corydalus",,"batesii",,"tesselatus","var.","Stitz, 1914","","Synonym",""
"Neu-Syn-2612,"Neu-1925","Corydalus",,"primitivus",,"ferus","var.","Navás, 1927","","Synonym",""
"Neu-Syn-2622,"Neu-2694","Corydalus",,"tridentatus",,"nigripes","var.","Stitz, 1914","","Synonym",""
"Neu-Syn-2632,"Neu-1926","Corydalus",,"armatus",,"flavicornis","var.","Stitz, 1914","","Synonym",""
"Neu-Syn-2642,"Neu-9910","Corydalus",,"armatus",,"laevicornis","var.","Stitz, 1914","","Synonym",""
"Neu-Syn-2652,"Neu-6688","Creoleon",,"plumbeus",,"maculosus","var.","Navás, 1928","","Synonym",""
"Neu-Syn-2662,"Neu-2881","Creoleon",,"v-nigrum",,"collinus","var.","Navás, 1919","","Synonym",""
"Neu-Syn-2672,"Neu-9181","Cueta",,"hugeli",,"inciva","var.","Banks, 1939","","Synonym",""
"Neu-Syn-2682,"Neu-7478","Dilar",,"japonicus",,"gracilis","var.","Kuwayama, 1921","","Synonym",""
"Neu-Syn-2692,"Neu-3271","Dimares",,"elegans",,"lepidus","var.","Navás, 1912","","Synonym",""
"Neu-Syn-2702,"Neu-5560","Dimares",,"formosus",,"punanus","var.","Navás, 1933","","Synonym",""
"Neu-Syn-2712,"Neu-594","Drepanacra",,"binocula",,"bilineata","var.","Tillyard, 1923","","Synonym",""
"Neu-Syn-2722,"Neu-594","Drepanacra",,"binocula",,"divisa","var.","Tillyard, 1923","","Synonym",""
"Neu-Syn-2732,"Neu-594","Drepanacra",,"binocula",,"excisa","var.","Tillyard, 1923","","Synonym",""
"Neu-Syn-2742,"Neu-594","Drepanacra",,"binocula",,"suboculata","var.","Tillyard, 1923","","Synonym",""
"Neu-Syn-2752,"Neu-594","Drepanacra",,"humilis",,"tasmanica","var.","Tillyard, 1916","","Synonym",""
"Neu-Syn-2762,"Neu-594","Drepanacra",,"humilis",,"longitudinalis","var.","Tillyard, 1916","","Synonym",""
"Neu-Syn-2772,"Neu-594","Drepanacra",,"instabilis",,"pallida","var.","Tillyard, 1916","","Synonym",""
"Neu-Syn-2782,"Neu-594","Drepanacra",,"instabilis",,"rubrinervis","var.","Tillyard, 1916","","Synonym",""
"Neu-Syn-2792,"Neu-5788","Eucarobius",,"oblongus",,"brunneus","var.","Esben-Petersen, 1928","","Synonym",""
"Neu-Syn-2802,"Neu-6666","Euclimacia",,"africana",,"ragazziana","var.","Navás, 1929","","Synonym",""
"Neu-Syn-2812,"Neu-5240","Eumantispa",,"harmandi",,"ferruginea","var.","Stitz, 1913","","Synonym",""
"Neu-Syn-2822,"Neu-16865","Eumantispa",,"harmandi",,"taeniata","var.","Stitz, 1913","","Synonym",""
"Neu-Syn-2832,"Neu-8935","Euroleon",,"nostras",,"regius","var.","Navás, 1919","","Synonym",""
"Neu-Syn-2842,"Neu-9265","Formicaleo",,"scolius",,"strigatus","var.","Esben-Petersen, 1936","","Synonym",""
"Neu-Syn-2852,"Neu-5231","Gepus",,"curvatus",,"tersus","var.","Navás, 1918","","Synonym",""
"Neu-Syn-2862,"Neu-2357","Hemerobius",,"hageni",,"distinctus","var.","Navás, 1920","","Synonym",""
"Neu-Syn-2872,"Neu-3482","Hemerobius",,"micans",,"conspicuus","var.","Navás, 1915","","Synonym",""
"Neu-Syn-2882,"Neu-8290","Hemerobius",,"nitidulus",,"fuscus","var.","Dziedzielewicz, 1920","","Synonym",""
"Neu-Syn-2892,"Neu-1080","Hemerobius",,"marginatus",,"lapponicus","var.","Meinander, 1962","","Synonym",""
"Neu-Syn-2902,"Neu-1080","Hemerobius",,"marginatus",,"janoviensis","var.","Dziedzielewicz, 1906","","Synonym",""
"Neu-Syn-2912,"Neu-3486","Hemerobius",,"nemoralis",,"obsoletus","var.","Stephens, 1836","","Synonym",""
"Neu-Syn-2922,"Neu-2270","Hemerobius",,"concinnus",,"quadrifasciatus","var.","Reuter, 1894","","Synonym",""
"Neu-Syn-2932,"Neu-5264","Hemerobius",,"subnebulosus",,"obscurus","var.","Navás, 1917","","Synonym",""
"Neu-Syn-2942,"Neu-5264","Hemerobius",,"subnebulosus",,"lucidus","var.","Navás, 1919","","Synonym",""
"Neu-Syn-2952,"Neu-5264","Hemerobius",,"subnebulosus",,"obscurus","var.","Navás, 1916","","Synonym",""
"Neu-Syn-2962,"Neu-7222","Hesperoleon",,"hubbardii",,"curtus","var.","Banks, 1927","","Synonym",""
"Neu-Syn-2972,"Neu-372","Hybris",,"subjacens",,"obscurata","var.","Navás, 1923","","Synonym",""
"Neu-Syn-2982,"Neu-2052","Inocellia",,"crassicornis",,"bicolor","var.","A. Costa, 1855","","Synonym",""
"Neu-Syn-2992,"Neu-16634","Lopezus",,"fedtschenkoi",,"lachlani","var.","Navás, 1924","","Synonym",""
"Neu-Syn-3002,"Neu-100","Mantispa",,"brunnea",,"occidentis","var.","Banks, 1911","","Synonym",""
"Neu-Syn-3012,"Neu-8104","Mantispa",,"tropica",,"coronata","var.","Stitz, 1913","","Synonym",""
"Neu-Syn-3022,"Neu-16703","Mantispa",,"tropica",,"trivenata","var.","Stitz, 1913","","Synonym",""
"Neu-Syn-3032,"Neu-7940","Mantispa",,"formosana",,"bella","var.","Kuwayama, 1925","","Synonym",""
"Neu-Syn-3042,"Neu-16633","Mantispa",,"indica",,"spilonota","var.","Banks, 1913","","Synonym",""
"Neu-Syn-3052,"Neu-7357","Mantispa",,"perla",,"icterica","var.","Pictet, 1865","","Synonym",""
"Neu-Syn-3062,"Neu-3578","Mantispa",,"perla",,"lobata","var.","Navás, 1912","","Synonym",""
"Neu-Syn-3072,"Neu-7357","Mantispa",,"perla",,"brunnea","var.","Navás, 1906","","Synonym",""
"Neu-Syn-3082,"Neu-5116","Mantispa",,"strigipes",,"rufipes","var.","Tillyard, 1925","","Synonym",""
"Neu-Syn-3092,"Neu-2372","Mantispilla",,"manca",,"annulata","var.","Stitz, 1913","","Synonym",""
"Neu-Syn-3102,"Neu-8068","Mantispilla",,"bequaerti",,"decolor","var.","Navás, 1932","","Synonym",""
"Neu-Syn-3112,"Neu-16684","Mantispilla",,"formosana",,"minor","var.","Stitz, 1913","","Synonym",""
"Neu-Syn-3122,"Neu-10082","Mantispilla",,"formosana",,"major","var.","Stitz, 1913","","Synonym",""
"Neu-Syn-3132,"Neu-16811","Mantispilla",,"formosana",,"sumatrana","var.","Stitz, 1913","","Synonym",""
"Neu-Syn-3142,"Neu-16812","Mantispilla",,"bicolor",,"immaculata","var.","Stitz, 1913","","Synonym",""
"Neu-Syn-3152,"Neu-766","Mantispilla",,"debilis",,"rugicollis","var.","Stitz, 1913","","Synonym",""
"Neu-Syn-3162,"Neu-2866","Mantispilla",,"debilis",,"nuda","var.","Stitz, 1913","","Synonym",""
"Neu-Syn-3172,"Neu-766","Mantispilla",,"debilis",,"nigricornis","var.","Stitz, 1913","","Synonym",""
"Neu-Syn-3182,"Neu-16813","Mantispilla",,"indica",,"ceylanica","var.","Stitz, 1913","","Synonym",""
"Neu-Syn-3192,"Neu-8682","Mantispilla",,"punctata",,"major","var.","Stitz, 1913","","Synonym",""
"Neu-Syn-3202,"Neu-255","Megalomus",,"hirtus",,"oropaeus","var.","Navás, 1929","","Synonym",""
"Neu-Syn-3212,"Neu-6325","Micromus",,"tasmaniae",,"manapouriensis","var.","Tillyard, 1923","","Synonym",""
"Neu-Syn-3222,"Neu-6325","Micromus",,"tasmaniae",,"nigroscriptus","var.","Tillyard, 1923","","Synonym",""
"Neu-Syn-3232,"Neu-6325","Micromus",,"bifasciatus",,"amabilis","var.","Tillyard, 1923","","Synonym",""
"Neu-Syn-3242,"Neu-6325","Micromus",,"bifasciatus",,"imperfectus","var.","Tillyard, 1923","","Synonym",""
"Neu-Syn-3252,"Neu-79","Micromus",,"canariensis",,"curvatus","var.","Esben-Petersen, 1936","","Synonym",""
"Neu-Syn-3262,"Neu-16825","Morter",,"hyalinus",,"mauritanicus","var.","Navás, 1922","","Synonym",""
"Neu-Syn-3272,"Neu-5254","Mucropalpus",,"parvulus",,"pallidus","var.","A. Costa, 1855","","Synonym",""
"Neu-Syn-3282,"Neu-8524","Myrmecaelurus",,"lachlani",,"adustus","var.","Navás, 1912","","Synonym",""
"Neu-Syn-3292,"Neu-8594","Myrmecaelurus",,"trigrammus",,"languidus","var.","Navás, 1918","","Synonym",""
"Neu-Syn-3302,"Neu-8594","Myrmecaelurus",,"trigrammus",,"obscuratus","var.","Navás, 1914","","Synonym",""
"Neu-Syn-3312,"Neu-8594","Myrmecaelurus",,"trigrammus",,"phaeophlebius","var.","Navás, 1928","","Synonym",""
"Neu-Syn-3322,"Neu-8594","Myrmecaelurus",,"trigrammus",,"pupillus","var.","Navás, 1910","","Synonym",""
"Neu-Syn-3332,"Neu-8594","Myrmecaelurus",,"trigrammus",,"aureus","var.","Navás, 1910","","Synonym",""
"Neu-Syn-3342,"Neu-784","Myrmeleon",,"libelluloides",,"pisanus","var.","Rossi, 1790","","Synonym",""
"Neu-Syn-3352,"Neu-9249","Myrmeleon",,"libelluloides",,"nigriventris","var.","A. Costa, 1855","","Synonym",""
"Neu-Syn-3362,"Neu-6260","Myrmeleon",,"nemausiensis",,"lituratus","var.","Navás, 1913","","Synonym",""
"Neu-Syn-3372,"Neu-6562","Myrmeleon",,"inconspicuus",,"leoninus","var.","Navás, 1912","","Synonym",""
"Neu-Syn-3382,"Neu-6487","Myrmeleon",,"immaculatus",,"coloradensis","var.","Banks in Baker, 1905","","Synonym",""
"Neu-Syn-3392,"Neu-6487","Myrmeleon",,"immaculatus",,"occidentalis","var.","Currie, 1903","","Synonym",""
"Neu-Syn-3402,"Neu-482","Nathanica",,"fulviceps",,"flavida","var.","Navás, 1919","","Synonym",""
"Neu-Syn-3412,"Neu-6260","Nelees",,"nemausiensis",,"fortunyi","var.","Navás, 1919","","Synonym",""
"Neu-Syn-3422,"Neu-10064","Nemoptera",,"bipennis",,"nana","var.","Navás, 1924","","Synonym",""
"Neu-Syn-3432,"Neu-6846","Neochauliodes",,"punctatoguttatus",,"maculatus","var.","Stitz, 1914","","Synonym",""
"Neu-Syn-3442,"Neu-3373","Neochauliodes",,"simplex",,"guttatus","var.","Navás, 1919","","Synonym",""
"Neu-Syn-3452,"Neu-3375","Neochauliodes",,"sinensis",,"formosensis","var.","Navás, 1930","","Synonym",""
"Neu-Syn-3462,"Neu-2122","Neoneuromus",,"fenestralis",,"zurbitui","var.","Navás, 1929","","Synonym",""
"Neu-Syn-3472,"Neu-6957","Netroneurus",,"pulchellus",,"pallescens","var.","Banks, 1942","","Synonym",""
"Neu-Syn-3482,"Neu-5877","Nineta",,"flava",,"wesmaeli","var.","Navás, 1917","","Synonym",""
"Neu-Syn-3492,"Neu-16568","Nodita",,"lancala",,"plenota","var.","Banks, 1944","","Synonym",""
"Neu-Syn-3502,"Neu-3672","Nora",,"longicollis",,"flagellata","var.","Navás, 1913","","Synonym",""
"Neu-Syn-3512,"Neu-3672","Nora",,"longicollis",,"signata","var.","Navás, 1912","","Synonym",""
"Neu-Syn-3522,"Neu-3222","Osmylus",,"fulvicephalus",,"densatus","var.","Navás, 1915","","Synonym",""
"Neu-Syn-3532,"Neu-3222","Osmylus",,"fulvicephalus",,"lotus","var.","Navás, 1915","","Synonym",""
"Neu-Syn-3542,"Neu-3222","Osmylus",,"maculatus",,"vittatus","var.","A. Costa, 1855","","Synonym",""
"Neu-Syn-3552,"Neu-3222","Osmylus",,"maculatus",,"rarimacula","var.","A. Costa, 1855","","Synonym",""
"Neu-Syn-3562,"Neu-3222","Osmylus",,"chrysops",,"graecus","var.","Krüger, 1913","","Synonym",""
"Neu-Syn-3572,"Neu-2364","Palparellus",,"spectrum",,"tristis","var.","Navás, 1912","","Synonym",""
"Neu-Syn-3582,"Neu-5544","Palpares",,"manicatus",,"connexus","var.","Banks in Strong, 1930","","Synonym",""
"Neu-Syn-3592,"Neu-7656","Palpares",,"angustus",,"gloriosus","var.","Navás, 1913","","Synonym",""
"Neu-Syn-3602,"Neu-7656","Palpares",,"angustus",,"oranensis","var.","McLachlan, 1898","","Synonym",""
"Neu-Syn-3612,"Neu-9145","Palpares",,"caffer",,"audeoudi","var.","Navás, 1916","","Synonym",""
"Neu-Syn-3622,"Neu-6849","Palpares",,"delafossei",,"oberthueri","var.","Navás, 1915","","Synonym",""
"Neu-Syn-3632,"Neu-2496","Palpares",,"dispar",,"sociatus","var.","Navás, 1916","","Synonym",""
"Neu-Syn-3642,"Neu-6596","Palpares",,"formosus",,"bifasciatus","var.","Stitz, 1912","","Synonym",""
"Neu-Syn-3652,"Neu-7622","Palpares",,"inclemens",,"obscuratus","var.","Stitz, 1912","","Synonym",""
"Neu-Syn-3662,"Neu-9249","Palpares",,"libelluloides",,"nigripes","var.","Navás, 1912","","Synonym",""
"Neu-Syn-3672,"Neu-5265","Palpares",,"nigrescens",,"ruptus","var.","Navás, 1914","","Synonym",""
"Neu-Syn-3682,"Neu-3094","Palpares",,"nigrita",,"senegalensis","var.","Navás, 1912","","Synonym",""
"Neu-Syn-3692,"Neu-3605","Palpares",,"pardus",,"asanai","var.","Kuwayama, 1933","","Synonym",""
"Neu-Syn-3702,"Neu-3605","Palpares",,"pardus",,"stellatus","var.","Navás, 1912","","Synonym",""
"Neu-Syn-3712,"Neu-3605","Palpares",,"pardus",,"partitus","var.","Banks, 1911","","Synonym",""
"Neu-Syn-3722,"Neu-3624","Palpares",,"solidus",,"validus","var.","Navás, 1928","","Synonym",""
"Neu-Syn-3732,"Neu-9209","Palpares",,"sparsus",,"jeanneli","var.","Navás, 1914","","Synonym",""
"Neu-Syn-3742,"Neu-9209","Palpares",,"sparsus",,"marginalis","var.","Navás, 1923","","Synonym",""
"Neu-Syn-3752,"Neu-9","Palpares",,"submaculatus",,"taborensis","var.","Stitz, 1912","","Synonym",""
"Neu-Syn-3762,"Neu-5544","Palpares",,"sylphis",,"signatus","var.","Stitz, 1912","","Synonym",""
"Neu-Syn-3772,"Neu-5578","Palpares",,"tristis",,"brevifasciatus","var.","Stitz, 1912","","Synonym",""
"Neu-Syn-3782,"Neu-6032","Palpares",,"tristis",,"ugandanus","var.","Stitz, 1912","","Synonym",""
"Neu-Syn-3792,"Neu-5578","Palpares",,"tristis",,"niansanus","var.","Kolbe, 1897","","Synonym",""
"Neu-Syn-3802,"Neu-2705","Palpares",,"walkeri",,"reticulatus","var.","Stitz, 1912","","Synonym",""
"Neu-Syn-3812,"Neu-4384","Platyneuromus",,"soror",,"honduranus","var.","Navás, 1928","","Synonym",""
"Neu-Syn-3822,"Neu-1865","Protohermes",,"anticus",,"striolatus","var.","Stitz, 1914","","Synonym",""
"Neu-Syn-3832,"Neu-16744","Ptyngidricerus",,"albardanus",,"pterostigmatus","var.","Martynova, 1926","","Synonym",""
"Neu-Syn-3842,"Neu-3367","Raphidia",,"notata",,"aperta","var.","Navás, 1911","","Synonym",""
"Neu-Syn-3852,"Neu-5387","Raphidia",,"ophiopsis",,"pallipes","var.","A. Costa, 1871","","Synonym",""
"Neu-Syn-3862,"Neu-7910","Rhaphidia",,"ophiopsis",,"flavilabris","var.","A. Costa, 1855","","Synonym",""
"Neu-Syn-3872,"Neu-5387","Rhaphidia",,"ophiopsis",,"fusciventris","var.","A. Costa, 1855","","Synonym",""
"Neu-Syn-3882,"Neu-8394","Sogra",,"brachygaster",,"nebulosa","var.","Navás, 1932","","Synonym",""
"Neu-Syn-3892,"Neu-2394","Sogra",,"brachygaster",,"sextapunctata","var.","Lacroix, 1921","","Synonym",""
"Neu-Syn-3902,"Neu-8198","Sogra",,"brachygaster",,"sordida","var.","Navás, 1933","","Synonym",""
"Neu-Syn-3912,"Neu-4235","Sogra",,"distincta",,"obliqua","var.","Navás, 1921","","Synonym",""
"Neu-Syn-3922,"Neu-1071","Stenares",,"hyaena",,"clarus","var.","Navás, 1932","","Synonym",""
"Neu-Syn-3932,"Neu-1071","Stenares",,"hyaena",,"obscurus","var.","Navás, 1932","","Synonym",""
"Neu-Syn-3942,"Neu-2716","Stenosmylus",,"stellae",,"connexus","var.","McLachlan, 1899","","Synonym",""
"Neu-Syn-3952,"Neu-2716","Stenosmylus",,"stellae",,"obliteratus","var.","McLachlan, 1899","","Synonym",""
"Neu-Syn-3962,"Neu-1663","Symmathetes",,"moestus",,"ioannisi","var.","Navás, 1917","","Synonym",""
"Neu-Syn-3972,"Neu-8327","Sympherobius",,"modestus",,"connexus","var.","Banks, 1915","","Synonym",""
"Neu-Syn-3982,"Neu-3151","Theleproctophylla",,"australis",,"impar","var.","Navás, 1923","","Synonym",""
"Neu-Syn-3992,"Neu-376","Theristria",,"delicatula",,"minor","var.","Banks, 1939","","Synonym",""
"Neu-Syn-4002,"Neu-741","Tomatares",,"citrinus",,"vinaceus","var.","Kolbe, 1897","","Synonym",""
"Neu-Syn-4012,"Neu-6549","Tomatares",,"clavicornis",,"babaulti","var.","Navás, 1924","","Synonym",""
"Neu-Syn-4022,"Neu-6549","Tomatares",,"clavicornis",,"linarixi","var.","Navás, 1924","","Synonym",""
"Neu-Syn-4032,"Neu-16675","Vella",,"texana",,"minor","var.","Banks, 1943","","Synonym",""
"Neu-Syn-4042,"Neu-7352","Zygophlebius",,"zebra",,"weelinus","var.","Navás, 1917","","Synonym",""
"Neu-Syn-4092,"Neu-379","Anisochrysa","Anisochrysa","ventralis",,"benedictae","","Séméria, 1976","","Synonym",""
"Neu-Syn-4102,"Neu-87","Ankylopteryx",,"octopunctata",,"borneensis","","van der Weele, 1909","","Synonym",""
"Neu-Syn-4112,"Neu-3093","Ankylopteryx",,"octopunctata",,"kisserensis","","van der Weele, 1909","","Synonym",""
"Neu-Syn-4212,"Neu-3932","Archichauliodes",,"guttiferus",,"phaeoscius","","Riek, 1954","","Synonym",""
"Neu-Syn-4222,"Neu-6364","Archichauliodes",,"guttiferus",,"polypastus","","Riek, 1954","","Synonym",""
"Neu-Syn-4232,"Neu-2738","Ascalaphus",,"ottomannus",,"klapaleki","","Táborský, 1936","","Synonym",""
"Neu-Syn-4242,"Neu-4081","Ascalaphus",,"sibiricus",,"chinensis","","van der Weele, 1909","","Synonym",""
"Neu-Syn-4252,"Neu-7839","Aspoeckiana",,"uralensis",,"curdica","","(Hölzel, 1972)","","Synonym",""
"Neu-Syn-4262,"Neu-9334","Aspoeckiana",,"uralensis",,"mongolica","","Hölzel, 1970","","Synonym",""
"Neu-Syn-4272,"Neu-7839","Aspoeckina",,"uralensis",,"curdica","","Hölzel, 1972","","Synonym",""
"Neu-Syn-4292,"Neu-810","Brinckochrysa",,"michaelseni",,"nigrinervis","","Zakharenko, 1990","","Synonym",""
"Neu-Syn-4302,"Neu-6141","Chrysopa",,"abbreviata",,"coerulescens","","Bianchi in Martynova & Bianchi, 1931","","Synonym",""
"Neu-Syn-4312,"Neu-6141","Chrysopa",,"abbreviata",,"maclachlaniola","","Bianchi in Martynova & Bianchi, 1931","","Synonym",""
"Neu-Syn-4332,"Neu-632","Chrysopa",,"oculata",,"carei","","Smith, 1932","","Synonym",""
"Neu-Syn-4342,"Neu-5189","Chrysopa",,"pallens",,"gibeauxi","","(Leraut, 1989)","","Synonym",""
"Neu-Syn-4352,"Neu-131","Chrysopa",,"perla",,"nigrodorsalis","","Pongrácz, 1912","","Synonym",""
"Neu-Syn-4362,"Neu-1531","Chrysopa",,"splendida",,"lucasseni","","van der Weele, 1909","","Synonym",""
"Neu-Syn-4372,"Neu-6910","Chrysopa",,"splendida",,"timorensis","","van der Weele, 1909","","Synonym",""
"Neu-Syn-4382,"Neu-2512","Chrysopa",,"prasina",,"obsoleta","","Navás, 1901","","Synonym",""
"Neu-Syn-4392,"Neu-2265","Chrysopa",,"chrysops",,"silens","","Steinmann, 1971","","Synonym",""
"Neu-Syn-4402,"Neu-5670","Chrysoperla",,"carnea",,"nanceiensis","","Séméria, 1980","","Synonym",""
"Neu-Syn-4412,"Neu-859","Chrysoperla",,"externa",,"cocosensis","","Adams, 1983","","Synonym",""
"Neu-Syn-4422,"Neu-594","Drepanacra",,"instabilis",,"insularis","","Tillyard, 1917","","Synonym",""
"Neu-Syn-4432,"Neu-4768","Drepanicus",,"gayi",,"schajovskoyi","","Williner & Kormilev, 1958","","Synonym",""
"Neu-Syn-4462,"Neu-651","Hermes",,"maculiferus",,"tonkinensis","","van der Weele, 1909","","Synonym",""
"Neu-Syn-4502,"Neu-16771","Italochrysa",,"ruficeps",,"fervida","","(Gerstaecker, 1894)","","Synonym",""
"Neu-Syn-4512,"Neu-93","Leucochrysa",,"abnormis",,"javanensis","","van der Weele, 1909","","Synonym",""
"Neu-Syn-4522,"Neu-4447","Libelloides",,"baeticus",,"miegii","","(Graells, 1850)","","Synonym",""
"Neu-Syn-4532,"Neu-884","Libelloides",,"baeticus",,"cunii","","(Navás, 1901)","","Synonym",""
"Neu-Syn-4542,"Neu-612","Libelloides",,"coccajus",,"leucocelius","","(A. Costa, 1855)","","Synonym",""
"Neu-Syn-4552,"Neu-1656","Libelloides",,"hispanicus",,"ustulatus","","(Eversmann, 1850)","","Synonym",""
"Neu-Syn-4562,"Neu-2907","Libelloides",,"ictericus",,"siculus","","(Angelini, 1827)","","Synonym",""
"Neu-Syn-4592,"Neu-177","Libelloides",,"longicornis",,"veronensis","","Aistleitner, 1981","","Synonym",""
"Neu-Syn-4602,"Neu-177","Libelloides",,"longicornis",,"boixolsius","","Aistleitner, 1980","","Synonym",""
"Neu-Syn-4612,"Neu-177","Libelloides",,"longicornis",,"ramiroi","","Aistleitner, 1980","","Synonym",""
"Neu-Syn-4622,"Neu-177","Libelloides",,"longicornis",,"aspoeckiaspoeckaeque","","Aistleitner, 1980","","Synonym",""
"Neu-Syn-4642,"Neu-177","Libelloides",,"longicornis",,"penibeticus","","Aistleitner, 1980","","Synonym",""
"Neu-Syn-4672,"Neu-16796","Lopezus",,"fedtschenkoi",,"gobiensis","","Hölzel, 1970","","Synonym",""
"Neu-Syn-4682,"Neu-6216","Lopezus",,"fedtschenkoi",,"arabicus","","Hölzel, 1972","","Synonym",""
"Neu-Syn-4702,"Neu-2372","Mantispa",,"manca",,"papuana","","van der Weele, 1909","","Synonym",""
"Neu-Syn-4712,"Neu-16733","Mantispa",,"quadrituberculata",,"luzonica","","van der Weele, 1909","","Synonym",""
"Neu-Syn-4722,"Neu-5189","Metachrysopa",,"pallens",,"gibeauxi","","Leraut, 1989","","Synonym",""
"Neu-Syn-4732,"Neu-8594","Myrmecaelurus",,"trigrammus",,"derbendicus","","Hölzel, 1972","","Synonym",""
"Neu-Syn-4742,"Neu-16818","Myrmecaelurus",,"hyalinus",,"distinguendus","","(Rambur, 1842)","","Synonym",""
"Neu-Syn-4752,"Neu-3562","Myrmeleon",,"acer",,"giloloensis","","van der Weele, 1909","","Synonym",""
"Neu-Syn-4762,"Neu-3563","Myrmeleon",,"acer",,"javanensis","","van der Weele, 1909","","Synonym",""
"Neu-Syn-4772,"Neu-3489","Myrmeleon",,"acer",,"niasicus","","van der Weele, 1909","","Synonym",""
"Neu-Syn-4782,"Neu-7531","Myrmeleon",,"acer",,"novaeguineae","","van der Weele, 1909","","Synonym",""
"Neu-Syn-4792,"Neu-7532","Myrmeleon",,"acer",,"sumatrensis","","van der Weele, 1909","","Synonym",""
"Neu-Syn-4802,"Neu-8849","Myrmeleon",,"formicarius",,"nigrilabrus","","Steinmann, 1963","","Synonym",""
"Neu-Syn-4812,"Neu-16851","Myrmeleon",,"hyalinus",,"cabrerai","","Navás, 1912","","Synonym",""
"Neu-Syn-4822,"Neu-7933","Myrmeleon",,"hyalinus",,"caboverdicus","","Hölzel, 1987","","Synonym",""
"Neu-Syn-4832,"Neu-6219","Myrmeleon",,"hyalinus",,"afghanus","","Hölzel, 1987","","Synonym",""
"Neu-Syn-4842,"Neu-3902","Myrmeleon",,"sagax",,"celebensis","","van der Weele, 1909","","Synonym",""
"Neu-Syn-4852,"Neu-9714","Myrmeleon",,"sagax",,"javanensis","","van der Weele, 1910","","Synonym",""
